provider,plan,label,vcpu,ram_gb,disk_gb,arch,gpu,price_monthly,price_hourly,currency,vat_included,region,collection,source_url,verified_date
vultr,voc-m-32c-256gb-3200s-amd,voc,32,256.0,3200,x86,,1565,2.144,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-48c-384g-2880s,vx1,48,384.0,2880,x86,,1689.95,2.315,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a100-12c-120g-80vram,vdm,12,120.0,1400,x86,,1750,2.397,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-g-64c-256g-3840s,vx1,64,256.0,3840,x86,,1785.58,2.446,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,voc-s-24c-192gb-5760s-amd,voc,24,192.0,5760,x86,,1850,2.534,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-64c-512gb,vx1,64,512.0,1,x86,,1868.8,2.56,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,voc-g-64c-192gb-960s-amd,voc,64,192.0,960,x86,,1920,2.63,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,voc-s-32c-256gb-5760s-amd,voc,32,256.0,5760,x86,,2000,2.74,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-g-96c-384g,vx1,96,384.0,1,x86,,2102.4,2.88,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-l40s-32c-375g-96vram,vcg,32,375.0,2200,x86,NVIDIA_L40S,2245.82,3.342,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-64c-512g-3840s,vx1,64,512.0,3840,x86,,2252.78,3.086,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-g-96c-384g-5760s,vx1,96,384.0,5760,x86,,2678.37,3.669,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a16-48c-496g-128vram,vcg,48,496.0,1500,x86,NVIDIA_A16,2750,3.767,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-96c-768gb,vx1,96,768.0,1,x86,,2803.2,3.84,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-96c-768g-5760s,vx1,96,768.0,5760,x86,,3379.17,4.629,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,voc-g-96c-256gb-1280s-amd,voc,96,256.0,1280,x86,,3840,5.26,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-g-192c-768g,vx1,192,768.0,1,x86,,4204.8,5.76,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-l40s-64c-750g-192vram,vcg,64,750.0,2600,x86,NVIDIA_L40S,4491.65,6.684,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a40-96c-480g-192vram,vdm,96,480.0,1400,x86,,5000,6.849,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-g-192c-768g-11520s,vx1,192,768.0,11520,x86,,5356.74,7.338,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a16-96c-960g-256vram,vdm,96,960.0,1700,x86,,5500,7.534,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a16-96c-878g-256vram,vdm,96,877.0,3072,x86,,5500,7.534,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-192c-1536gb,vx1,192,1435.0,1,x86,,5606.4,7.68,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vx1-m-192c-1536g-11520s,vx1,192,1430.0,10720,x86,,6758.34,9.258,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-a100-96c-960g-640vram,vdm,96,960.0,2200,x86,,14000,19.178,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-mi355x-252c-2872g-2304vram,vdm,252,2872.0,14336,x86,,15125.6,20.72,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-h100-216c-1914gb-640vram,vdm,216,1883.91,13312,x86,,16074.24,23.92,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-mi325x-252c-2872g-1536vram,vdm,252,2872.0,14336,x86,,24810.24,36.92,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
vultr,vcg-b200-248c-2826g-1536vram,vdm,248,2826.0,13312,x86,,45696,68,USD,False,global,api,https://api.vultr.com/v2/plans,2026-08-31
